ky,z_index,z,phi_real,phi_imag,growth_rate,frequency,normalization,source
0.1,0,-0.5,-0.08415026889815293,0.48476597392823734,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,1,-0.49609375,0.4880742270595767,0.17028263377143077,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,2,-0.4921875,0.7106978594598644,-0.2335795023559305,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,3,-0.48828125,0.5976680169431092,-0.29248394469972094,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,4,-0.484375,0.585635668457046,0.05898078218864617,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,5,-0.48046875,0.6596672644144947,0.36513100573565166,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,6,-0.4765625,0.896354521115592,0.34975070494217764,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,7,-0.47265625,0.8734792437089012,0.03679013541870035,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,8,-0.46875,0.4601999255756054,-0.2661547202451593,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,9,-0.46484375,0.10314796996479722,-0.31769865638787326,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,10,-0.4609375,0.21173330312200844,-0.1898708133581654,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,11,-0.45703125,0.5057400912765228,-0.3874359146732449,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,12,-0.453125,0.6310890570401205,-0.5735580384232504,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,13,-0.44921875,0.4666812157123903,-0.5469755420342173,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,14,-0.4453125,0.18113685726369652,-0.38276663902452096,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,15,-0.44140625,-0.24414320453609473,-0.3091630570654698,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,16,-0.4375,-0.6958825265834631,-0.3057701287949228,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,17,-0.43359375,-0.9589893462788874,-0.2790089932317088,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,18,-0.4296875,-1.115478223679721,-0.20212008046262142,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,19,-0.42578125,-1.112413530603348,-0.13542990215827838,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,20,-0.421875,-0.8010464165777982,-0.0668464647639401,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,21,-0.41796875,-0.4021105611568714,0.1409793418940325,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,22,-0.4140625,-0.0323576185453562,0.4272708870764788,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,23,-0.41015625,0.20109403369341652,0.8297537436384455,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,24,-0.40625,0.05349588025483107,0.8709266307412032,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,25,-0.40234375,-0.03050119899326267,0.44639755217725824,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,26,-0.3984375,0.44890132748984574,-0.013479790908772106,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,27,-0.39453125,1.0924130551646625,-0.09402663587632745,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,28,-0.390625,0.9340386374838223,-0.02840785334484977,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,29,-0.38671875,0.31659998992310295,0.08670165610979527,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,30,-0.3828125,-0.12383079649310004,0.06846274459634559,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,31,-0.37890625,-0.08985900049242573,-0.09205148197871262,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,32,-0.375,0.4340191387821203,-0.16115485533611837,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,33,-0.37109375,0.9865894375658109,0.0014819101221692536,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,34,-0.3671875,1.0836923826964848,-0.05869976955017861,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,35,-0.36328125,0.5414453330023452,-0.3178963058217149,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,36,-0.359375,0.041234890111363075,-0.3828375358909723,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,37,-0.35546875,-0.3608482841755581,-0.25534546774865197,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,38,-0.3515625,-0.6897411757433047,0.054683298667847414,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,39,-0.34765625,-0.9077742564177477,0.12117948087599624,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,40,-0.34375,-1.0941563215477073,-0.061449060196206794,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,41,-0.33984375,-1.335038619217179,-0.13635979575174537,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,42,-0.3359375,-1.3318296941203003,0.11321735217234206,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,43,-0.33203125,-1.0251940247001834,0.29862702314554007,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,44,-0.328125,-0.49566142957757614,0.24371341191260942,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,45,-0.32421875,0.06453977063902466,-0.008589074855190724,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,46,-0.3203125,0.2443417542105681,-0.03194667761074273,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,47,-0.31640625,0.04490749321471156,0.29363078939708237,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,48,-0.3125,-0.14583645417038038,0.7305430857447339,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,49,-0.30859375,-0.050769098979023396,0.7352786651364316,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,50,-0.3046875,0.39369474489572887,0.39138629650683865,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,51,-0.30078125,0.8370831865421646,-0.0018413716042866555,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,52,-0.296875,0.9955351091206094,-0.17182030284285316,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,53,-0.29296875,1.1460685093246175,-0.14311181651388202,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,54,-0.2890625,1.2113561189532003,-0.0029041133006810615,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,55,-0.28515625,1.1940028967965852,-0.04023491018207292,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,56,-0.28125,0.866229127636675,-0.055652113445502145,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,57,-0.27734375,0.4733817086554705,-0.11243873200261757,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,58,-0.2734375,-0.07265159840180058,-0.34484908322759084,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,59,-0.26953125,-0.6111202134934489,-0.64579833304948,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,60,-0.265625,-1.1817506890486886,-0.9048980223749731,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,61,-0.26171875,-1.3288411212031688,-0.8761348238901193,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,62,-0.2578125,-1.3782426403060422,-0.47772045357334,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,63,-0.25390625,-1.4925120423300329,-0.13357041361912866,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,64,-0.25,-1.1552502359234091,-0.10612457176556711,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,65,-0.24609375,-0.3713994850963256,-0.030017352614692554,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,66,-0.2421875,0.21874273661834867,0.10961311504731185,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,67,-0.23828125,0.41568894495694936,0.36128229212554147,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,68,-0.234375,0.1497812329092775,0.5438382006611379,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,69,-0.23046875,-0.25847374698842074,0.5905538276995203,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,70,-0.2265625,-0.5958159459418163,0.5861103445586807,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,71,-0.22265625,-0.42585114828104764,0.6642228217419036,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,72,-0.21875,-0.2232332450223454,0.6432016138857194,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,73,-0.21484375,0.05589253303809855,0.40997473953413155,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,74,-0.2109375,0.46715892056661945,0.005141574213269665,0.0023337994466213667,-0.058123496516293,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
