ky,z_index,z,phi_real,phi_imag,growth_rate,frequency,normalization,source
0.1,0,-0.5,0.22008917712513057,-1.0707679783139428,-0.1238540171183172,-0.03633446383777644,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,1,-0.49609375,0.19208479930616484,-0.6785941858306495,-0.1238540171183172,-0.03633446383777644,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,2,-0.4921875,0.4123252807830103,-0.24715086161514932,-0.1238540171183172,-0.03633446383777644,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,3,-0.48828125,0.42065331029587116,0.271263116397447,-0.1238540171183172,-0.03633446383777644,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,4,-0.484375,0.5778930882225924,0.8631667000025482,-0.1238540171183172,-0.03633446383777644,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,5,-0.48046875,0.4995256754116142,1.2530252114931746,-0.1238540171183172,-0.03633446383777644,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,6,-0.4765625,0.22133894291010933,1.4846569121112108,-0.1238540171183172,-0.03633446383777644,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,7,-0.47265625,-0.03885048500491498,1.8358849046730386,-0.1238540171183172,-0.03633446383777644,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,8,-0.46875,0.014267720540581886,1.7822080133502103,-0.1238540171183172,-0.03633446383777644,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,9,-0.46484375,-0.019887546189220374,1.8967036940220685,-0.1238540171183172,-0.03633446383777644,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,10,-0.4609375,-0.01825998373709407,1.0944885732842904,-0.1238540171183172,-0.03633446383777644,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,11,-0.45703125,-0.03875530313322578,-0.11581631491733997,-0.1238540171183172,-0.03633446383777644,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,12,-0.453125,0.19172048910519235,0.1618866179944125,-0.1238540171183172,-0.03633446383777644,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,13,-0.44921875,0.2644584685859997,0.11964125276267538,-0.1238540171183172,-0.03633446383777644,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,14,-0.4453125,0.4990610397764934,0.15961227993265137,-0.1238540171183172,-0.03633446383777644,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,15,-0.44140625,0.6237186882573911,-0.1446163470439043,-0.1238540171183172,-0.03633446383777644,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,16,-0.4375,0.799896702447966,-0.16185917289224805,-0.1238540171183172,-0.03633446383777644,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
