ky,z_index,z,phi_real,phi_imag,growth_rate,frequency,normalization,source
0.1,0,-0.5,0.7858535044439817,-0.3719877535090245,0.0014278712450036225,-0.019384247627672484,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,1,-0.49609375,0.6381951310318714,-0.396459030705563,0.0014278712450036225,-0.019384247627672484,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,2,-0.4921875,0.365108176364443,-0.32252277902116655,0.0014278712450036225,-0.019384247627672484,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,3,-0.48828125,-0.048668863738588836,-0.23151567574147544,0.0014278712450036225,-0.019384247627672484,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,4,-0.484375,-0.37426954504163795,-0.08539716258510767,0.0014278712450036225,-0.019384247627672484,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,5,-0.48046875,-0.6716623342509274,0.06302379438285985,0.0014278712450036225,-0.019384247627672484,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,6,-0.4765625,-0.9518469482427824,0.2485961631585947,0.0014278712450036225,-0.019384247627672484,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,7,-0.47265625,-1.2027349513725862,0.3022155301950486,0.0014278712450036225,-0.019384247627672484,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,8,-0.46875,-1.3691996239259703,0.3375952096951966,0.0014278712450036225,-0.019384247627672484,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,9,-0.46484375,-1.5552742212490105,0.35115033276140867,0.0014278712450036225,-0.019384247627672484,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,10,-0.4609375,-1.4368772879635372,0.33086362689159554,0.0014278712450036225,-0.019384247627672484,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,11,-0.45703125,-1.0356465372581856,0.23713807894215716,0.0014278712450036225,-0.019384247627672484,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,12,-0.453125,-0.5003116158433129,0.20822918371163865,0.0014278712450036225,-0.019384247627672484,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,13,-0.44921875,-0.07178481166581446,0.1944791966176448,0.0014278712450036225,-0.019384247627672484,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,14,-0.4453125,0.22312830032692277,0.1334019622454705,0.0014278712450036225,-0.019384247627672484,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,15,-0.44140625,0.44885794891112923,0.09137914976787229,0.0014278712450036225,-0.019384247627672484,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,16,-0.4375,0.7490018328031641,0.09495871855554285,0.0014278712450036225,-0.019384247627672484,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,17,-0.43359375,1.1756127158131657,0.029485173634117286,0.0014278712450036225,-0.019384247627672484,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
0.1,18,-0.4296875,1.3700672296206902,0.014844645806462275,0.0014278712450036225,-0.019384247627672484,unit_mode_chain_amplitude,stellarator-linear-scan:stella-geometry
